show_id,title,director,cast,date_added,release_year,rating,duration,complexity,Documentaries,Children & Family Movies,Cult Movies,Stand-Up Comedy,Thrillers,Independent Movies,Dramas,Movies,International Movies,LGBTQ Movies,Romantic Movies,Sports Movies,Horror Movies,Music & Musicals,Classic Movies,Action & Adventure,Comedies,Sci-Fi & Fantasy,Faith & Spirituality
s7199,Kill Bill: Vol. 2,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton",2020-01-01,2004,R,137,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s7202,Kill Ratio,Paul Tanter,"Tom Hopper, Amy Huberman, Lacy Moore, Brian McGuinness, Luke Pierucci, Nick Dunning",2017-02-17,2016,TV-MA,87,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s7203,Kill the Irishman,Jonathan Hensleigh,"Ray Stevenson, Vincent D'Onofrio, Val Kilmer, Christopher Walken, Linda Cardellini, Fionnula Flanagan, Jason Butler Harner, Vinnie Jones, Paul Sorvino, Marcus Thomas, Tony Darrow",2020-08-21,2011,R,106,13,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
s7204,Killer Klowns from Outer Space,Stephen Chiodo,"Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel, Peter Licassi, Royal Dano, Christopher Titus, Irene Michaels, Karla Sue Krull",2020-04-01,1988,PG-13,86,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
s7205,Killers,Robert Luketic,"Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara, Katheryn Winnick, Kevin Sussman, Lisa Ann Walter, Casey Wilson, Rob Riggle, Martin Mull, Alex Borstein",2021-01-01,2010,PG-13,100,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
s7208,King Jack,Felix Thompson,"Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie, Chloe Levine",2016-07-01,2015,NR,81,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7211,Kingpin,"Peter Farrelly, Bobby Farrelly","Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray, Chris Elliott, William Jordan, Richard Tyson, Lin Shaye",2020-01-01,1996,PG-13,114,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
s7214,Kiss the Girls,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox",2020-01-01,1997,R,116,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7220,Know Your Enemy - Japan,"Frank Capra, Joris Ivens","Walter Huston, Dana Andrews",2017-03-31,1945,TV-14,63,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
s7235,Krisha,Trey Edward Shults,"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek, Victoria Fairchild, Bryan Casserly, Chase Joliet, Atheena Frizzell, Augustine Frizzell, Bill Wise, Olivia Grace Applegate, Trey Edward Shults",2018-11-07,2015,R,81,15,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7237,Kristy,Oliver Blackburn,"Haley Bennett, Ashley Greene, Erica Ash, Lucas Till, Chris Coy, Al Vicente, Wayne Pére, Jon Arthur, Mike Seal",2015-10-31,2013,NR,85,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s7238,Krystal,William H. Macy,"Rosario Dawson, Nick Robinson, Jacob Latimore, Grant Gustin, William H. Macy, Kathy Bates, Felicity Huffman, William Fichtner, T.I., Rick Fox, Amy Parrish",2019-01-01,2017,R,93,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
s7242,Kung Fu Panda: Holiday,Tim Johnson,"Jack Black, Angelina Jolie, Dustin Hoffman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, James Hong, Dan Fogler",2012-12-01,2010,TV-PG,26,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s7249,Kygo: Live at the Hollywood Bowl,Devin Chanda,Kygo,2018-03-12,2017,TV-MA,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s7253,La Bamba,Luis Valdez,"Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña, Danielle von Zerneck, Joe Pantoliano, Rick Dees, Marshall Crenshaw, Howard Huntsberry, Brian Setzer",2020-01-01,1987,PG-13,109,15,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
s7263,Lady in the Water,M. Night Shyamalan,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt",2019-07-01,2006,PG-13,110,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
s7270,Last Ferry,Jaki Bradley,"Ramón O. Torres, Sheldon Best, Myles Clohessy, Larry Owens, Gabriel Sloyer",2020-03-11,2019,TV-MA,86,13,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
s7276,LeapFrog: Letter Factory,Roy Allen Smith,"Joey Camen, Marie Danielle, Mark Cacciatore, Dave Fennoy, Debi Derryberry",2020-04-15,2003,TV-Y,37,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7277,LeapFrog: Numberland,Ron Myrick,"Jeannie Elias, Kat Feller, Sandy Fox, Cindy Robinson, Richard Rosenblatt",2020-04-15,2011,TV-Y,33,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7278,LeapFrog: Phonics Farm,Ron Myrick,"Jeannie Elias, Kat Feller, Sandy Fox, Cindy Robinson, Richard Rosenblatt",2020-04-15,2011,TV-Y,35,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7287,Legion,Scott Stewart,"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki, Charles S. Dutton, Jon Tenney, Kevin Durand, Willa Holland, Kate Walsh, Dennis Quaid, Jeanette Miller, Cameron Harlow, Doug Jones, Josh Stamberg, Yancey Arias",2019-11-01,2010,R,100,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
s7295,Let There Be Light,John Huston,Walter Huston,2017-03-31,1946,TV-PG,58,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
s7297,Lez Bomb,Jenna Laurenzo,"Jenna Laurenzo, Deirdre O'Connell, Brandon Michael Hall, Kevin Pollak, Elaine Hendrix, Steve Guttenberg, Cloris Leachman, Bruce Dern",2019-02-07,2018,TV-14,90,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
s7299,Life After Beth,Jeff Baena,"Aubrey Plaza, Dane DeHaan, John C. Reilly, Molly Shannon, Cheryl Hines, Paul Reiser, Matthew Gray Gubler, Anna Kendrick, Paul Weitz",2018-07-21,2014,R,89,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
s7305,Like Arrows,Kevin Peeples,"Micah Lynn Hanson, Alan Powell, Elizabeth Becka, Garry Nation, Joseph Callender, Anisa Nyell Johnson, Aowyn Grace Peoples, John Jackson Hunter, Alex Kendrick",2019-05-06,2018,TV-PG,99,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s7307,Lila & Eve,Charles Stone III,"Viola Davis, Jennifer Lopez, Andre Royo, Shea Whigham, Aml Ameen, Chris Chalk, Will Brittain, Michole Briana White, Julius Tennon, Gino Vento, Yolonda Ross",2016-02-06,2015,R,94,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s7317,Little Nicky,Steve Brill,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Allen Covert, Tommy 'Tiny' Lister, Kevin Nealon, Jon Lovitz, Michael McKean, Quentin Tarantino",2020-12-01,2000,PG-13,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s7321,Little Sister,Zach Clark,"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges, Barbara Crampton, Kristin Slaysman, Molly Plunk",2017-01-14,2016,NR,91,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s7323,Lizzie Borden Took an Ax,Nick Gomez,"Christina Ricci, Clea DuVall, Gregg Henry, Stephen McHattie, Shawn Doyle, Sara Botsford, Hannah Emily Anderson, Andrea Runge, Billy Campbell, Jennifer Kydd, Kirstin Howell, John Maclaren",2016-07-25,2014,TV-14,87,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7324,Lo and Behold: Reveries of the Connected World,Werner Herzog,Werner Herzog,2016-12-23,2016,PG-13,98,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7331,Logan's Run,Michael Anderson,"Michael York, Richard Jordan, Farrah Fawcett, Jenny Agutter, Peter Ustinov, Roscoe Lee Browne, Randolph Roberts, Gary Morgan, Greg Lewis",2019-11-01,1976,PG,118,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
s7345,Love Dot Com: The Social Experiment,Charneice Fox,"Brave Williams, Tobias Truvillion, Kym Whitley, LisaRaye McCoy, Charles Malik Whitfield, W. Ellington Felton, Christopher Williams, Angus Whinfield, Jamie Moreen, Raheem Devaughn",2020-02-17,2019,TV-MA,98,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s7351,Love Shot,Steven Fine,"Dakota Loesch, Amy Tsang, John Kapelos, Cruz Kim, Victor J. Ho, Clint Jung, Daniel Phai, Cindy Chu, Brian Kurtis, Pete Herron",2019-07-15,2018,TV-MA,77,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s7357,Loving Annabelle,Katherine Brooks,"Erin Kelly, Diane Gaidry, Laura Breckenridge, Michelle Horn, Gustine Fudickar, Ilene Graff, Kevin McCarthy, Markus Flanagan",2018-07-01,2006,TV-MA,77,14,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
s7366,Mac & Devin Go to High School,Dylan C. Brown,"Snoop Dogg, Wiz Khalifa, Mike Epps, Teairra Mari, Derek Kane, Luenell, Teni Panosian, Paul Iacono, Andy Milonakis, Mystikal",2016-04-20,2012,R,76,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s7370,Mad Money,"Callie Khouri, Jesse V. Johnson","Diane Keaton, Queen Latifah, Katie Holmes, Ted Danson, Roger Cross, Adam Rothenberg, Stephen Root, Christopher McDonald, Meagen Fay, J.C. MacKenzie, Finesse Mitchell, Eric Keenleyside",2019-11-01,2008,PG-13,99,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s7371,Mad Ron's Prevues from Hell,Jim Monaco,"Nick Pawlow, Jordu Schell, Jay Kushwara, Michael Townsend Wright, Anthony Kelly, Happy Goldsplatt, Ron Roccia, Fred Pomerleau, Joe Amodei, Nicholas Kitsopoulos",2010-11-01,1987,NR,84,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s7374,Maddman: The Steve Madden Story,Ben Patterson,Steve Madden,2018-01-01,2017,TV-MA,78,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7390,Malicious,Michael Winnick,"Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona, Yvette Yates, Luke Edwards, Jaqueline Fleming, Ben VanderMey, Presley Richardson, Joy Kate Lawson",2019-02-01,2018,TV-MA,91,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s7396,Manglehorn,David Gordon Green,"Al Pacino, Holly Hunter, Harmony Korine, Chris Messina, Skylar Gasper, Brian D. Mays, Herculano Trevino, Angela Woods",2017-04-16,2014,PG-13,97,13,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7397,Mango Dreams,John Upchurch,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",2018-03-15,2016,TV-14,92,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7398,Manhattan Romance,Tom O'Brien,"Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier",2017-09-08,2014,TV-14,98,15,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
s7412,Martin Lawrence Live: Runteldat,David Raynr,Martin Lawrence,2019-12-01,2002,R,104,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7413,Martin Luther: The Idea that Changed the World,David Batty,Hugh Bonneville,2018-01-01,2017,TV-PG,55,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s7416,Marvel's Iron Man & Hulk: Heroes United,"Leo Riley, Eric Radomski","Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker, Robin Atkin Downes, David Kaye",2014-02-16,2013,PG,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
s7424,Max Rose,Daniel Noah,"Jerry Lewis, Kerry Bishé, Illeana Douglas, Rance Howard, Kevin Pollak, Mort Sahl, Dean Stockwell, Lee Weaver, Claire Bloom",2017-01-15,2013,TV-14,84,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7427,Maya Angelou: And Still I Rise,"Bob Hercules, Rita Coburn Whack","Maya Angelou, Cicely Tyson, Common, John Singleton, Alfre Woodard, Oprah Winfrey, Quincy Jones",2017-05-01,2016,TV-PG,114,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7432,Mean Streets,Martin Scorsese,"Robert De Niro, Harvey Keitel, David Proval, Amy Robinson, Richard Romanus, Cesare Danova, Victor Argo, George Memmoli",2019-07-01,1973,R,112,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
s7440,Melvin Goes to Dinner,Bob Odenkirk,"Michael Blieden, Stephanie Courtney, Annabelle Gurwitch, Matt Price, David Cross, Maura Tierney, Kathleen Roll, Jack Black, Jenna Fischer, Fred Armisen",2018-07-01,2003,R,84,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s7443,Men in Black,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón",2019-10-19,1997,PG-13,98,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
s7444,Men in Black II,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross",2019-10-01,2002,PG-13,88,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
s7457,Milk,Gus Van Sant,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna, James Franco, Alison Pill, Victor Garber, Denis O'Hare, Joseph Cross, Stephen Spinella, Lucas Grabeel, Brandon Boyce",2017-02-16,2008,R,128,14,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
s7467,Miss Me This Christmas,Kenny Young,"Eva Marcille, Richard Gant, Redaric Williams, Allen Maldonado, Erica Ash, Brely Evans",2017-12-19,2017,TV-14,85,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
s7470,Miss Sharon Jones!,Barbara Kopple,Sharon Jones,2017-01-07,2015,TV-MA,94,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s7471,Miss Stevens,Julia Hart,"Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal, Oscar Nuñez, Rob Huebel",2016-12-19,2016,NR,86,18,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7475,Mississippi Grind,"Anna Boden, Ryan Fleck","Ryan Reynolds, Ben Mendelsohn, Sienna Miller, Analeigh Tipton, Alfre Woodard, James Toback, Robin Weigert",2018-07-26,2015,R,109,13,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7477,Mohawk,Ted Geoghegan,"Kaniehtiio Horn, Eamon Farren, Justin Rain, Ezra Buzzington, Noah Segan, Ian Colletti, Robert Longstreet, Jon Huber, Jack Gwaltney, Sheri Foster, David La Haye",2018-06-30,2017,TV-MA,92,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
s7478,Mojave,William Monahan,"Garrett Hedlund, Oscar Isaac, Louise Bourgoin, Walton Goggins, Mark Wahlberg, Fran Kranz",2018-07-26,2015,R,93,14,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7482,Mona Lisa Smile,Mike Newell,"Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal, Juliet Stevenson, Dominic West, Ginnifer Goodwin, Topher Grace, John Slattery, Marcia Gay Harden",2019-01-01,2003,PG-13,119,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s7485,Money Talks,Brett Ratner,"Charlie Sheen, Chris Tucker, Heather Locklear, Paul Sorvino, Gérard Ismaël, Damian Chapa, Elise Neal, Michael Wright, Veronica Cartwright",2019-11-01,1997,R,96,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
s7490,Monster High 13 Wishes,Steve Sacks,"Erin Fitzgerald, Missi Hale, Marcus Griffin, Celeste Henderson, Evan Smith, Cindy Robinson, Julie Maddalena, Cam Clarke, Jonquil Goode",2018-03-01,2013,TV-Y7,73,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7491,"Monster High: Boo York, Boo York",William Lau,"Karen Strassman, Celeste Henderson, Wendee Lee, TJ Smith, America Young, Rachel Staman, Laura Bailey",2015-09-29,2015,TV-Y7,72,6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
s7492,Monster High: Escape from Skull Shores,"Steve Ball, Andrew Duncan","Kate Higgins, Debi Derryberry, Salli Saffioti, Evan Smith, Laura Bailey, Audu Paden, Erin Fitzgerald, Cindy Robinson, Ogie Banks, Cam Clarke",2018-01-01,2012,TV-Y7,46,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7493,Monster High: Freaky Fusion,"William Lau, Sylvain Blais","Cam Clarke, Audu Paden, Laura Bailey, Cindy Robinson, Erin Fitzgerald, Kate Higgins, Salli Saffioti, Sue Swan, Haviland Stillwell, Paula Rhodes, America Young, Stephanie Sheh, Josey Montana McCoy",2018-01-30,2014,TV-Y7,74,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7494,Monster High: Friday Night Frights,Dustin McKenzie,"Laura Bailey, Ogie Banks, Cam Clarke, Debi Derryberry, Erin Fitzgerald, Kate Higgins, Julie Maddalena, Audu Paden, Cindy Robinson, Salli Saffioti, Evan Smith, America Young",2018-01-01,2013,TV-Y7,46,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7495,Monster High: Fright On!,"Victor Dal Chele, Alfred Gimeno","Kate Higgins, Debi Derryberry, Salli Saffioti, Laura Bailey, Yuri Lowenthal, Audu Paden, Cindy Robinson, Erin Fitzgerald, America Young, Ogie Banks",2018-01-01,2011,TV-Y7,46,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7496,"Monster High: Frights, Camera, Action!",William Lau,"Sue Swan, Kate Higgins, Celeste Henderson, Marcus Griffin, America Young, Karen Strassman, James Horan, Erin Fitzgerald, Laura Bailey, Yeni Alvarez",2018-01-01,2014,TV-Y7,74,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7497,Monster High: Ghouls Rule,"Mike Fetterly, Steve Sacks","Laura Bailey, Hank Banks, Cam Clarke, Erin Fitzgerald, Dee Dee Green, Kate Higgins, Andrew Duncan",2018-03-01,2012,TV-Y7,71,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7498,Monster High: Great Scarrier Reef,William Lau,"Larissa Galagher, Kate Higgins, Debi Derryberry, Salli Saffioti, America Young, Evan Smith, Lyndsy Kail, Rachel Staman, Cherami Leigh, Paula Rhodes, Erin Fitzgerald",2017-10-01,2016,TV-Y7,72,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7500,Monster High: New Ghoul at School,"Audu Paden, Eric Radomski","Kate Higgins, Salli Saffioti, Debi Derryberry, Laura Bailey, Yuri Lowenthal, Audu Paden, Troy Baker, Erin Fitzgerald",2017-10-01,2010,TV-Y7,23,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7501,"Monster High: Scaris, City of Frights","Dustin McKenzie, Andrew Duncan, Audu Paden","Laura Bailey, Cam Clarke, Erin Fitzgerald, Dee Dee Green, Celeste Henderson, Kate Higgins, Jonathan Lipow, Julie Maddalena, Dustin McKenzie, Audu Paden",2015-07-07,2013,TV-G,60,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7502,Monster High: Why Do Ghouls Fall in Love?,"Dustin McKenzie, Steve Sacks","Laura Bailey, Ogie Banks, Cam Clarke, Debi Derryberry, Erin Fitzgerald, Kate Higgins, Jonathan Lipow, Audu Paden, Cindy Robinson, Salli Saffioti, Evan Smith, America Young",2018-01-01,2013,TV-Y7,46,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s7508,Moonlight,Barry Jenkins,"Trevante Rhodes, André Holland, Janelle Monáe, Ashton Sanders, Jharrel Jerome, Alex Hibbert, Jaden Piner, Naomie Harris, Mahershala Ali",2019-05-21,2016,R,111,14,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
s7516,Movie 43,"Peter Farrelly, Will Graham, Steve Carr, Griffin Dunne, Steve Brill, James Duffy, Jonathan van Tulleken, Elizabeth Banks, Patrik Forsberg, Brett Ratner, Rusty Cundieff, James Gunn","Greg Kinnear, Dennis Quaid, Common, Seth MacFarlane, Will Sasso, Hugh Jackman, Kate Winslet, Liev Schreiber, Naomi Watts, Anna Faris, Chris Pratt, J.B. Smoove, Kieran Culkin, Emma Stone, Cathy Cliften, Kristen Bell, Leslie Bibb, Bobby Cannavale, John Hodgman, Justin Long, Jason Sudeikis, Uma Thurman, Phil Crowley, Kate Bosworth, Richard Gere, Jack McBrayer, Aasif Mandvi, Christopher Mintz-Plasse, Chloë Grace Moretz, Matt Walsh, Patrick Warburton, Gerard Butler, Johnny Knoxville, Seann William Scott, Halle Berry, Stephen Merchant, Terrence Howard, Elizabeth Banks, Josh Duhamel",2019-04-09,2013,R,94,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s7517,Mr. Church,Bruce Beresford,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel, Lucy Fry, Christian Madsen, Natalie Coughlin, Madison Wolfe, Thom Barry, Mckenna Grace",2018-12-22,2016,PG-13,105,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s7518,Mr. Deeds,Steve Brill,"Adam Sandler, Winona Ryder, Peter Gallagher, Jared Harris, Allen Covert, Erick Avari, John Turturro, Peter Dante, Conchata Ferrell, Steve Buscemi",2020-08-01,2002,PG-13,97,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s7521,Mr. Woodcock,Craig Gillespie,"Billy Bob Thornton, Seann William Scott, Ethan Suplee, Melissa Sagemiller, Susan Sarandon, Melissa Leo, Bill Macy, Kurt Fuller, Amy Poehler",2019-09-01,2007,PG-13,88,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s7524,Mud,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland, Sam Shepard, Ray McKinnon, Sarah Paulson, Michael Shannon, Joe Don Baker, Paul Sparks",2021-01-01,2012,PG-13,131,13,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7527,Muppets Most Wanted,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Kermit the Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz",2020-09-01,2014,PG,110,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s7528,Murder Party,Jeremy Saulnier,"Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi",2018-09-01,2007,NR,79,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
s7531,Mutiny on the Bounty,"Lewis Milestone, Carol Reed","Marlon Brando, Trevor Howard, Richard Harris, Hugh Griffith, Richard Haydn, Tarita",2019-11-01,1962,TV-PG,185,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
s7534,My Daddy is in Heaven,Waymon Boone,"Jenn Gotzon Chandler, Corbin Bernsen, Lorenzo Lamas, T.C. Stallings, Jill Morrison, Lane Garrison, Jake Jacobson, Lee Benton, Riley St. John, Cricket St. John",2018-06-12,2017,TV-14,95,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s7536,My Entire High School Sinking Into the Sea,Dash Shaw,"Jason Schwartzman, Lena Dunham, Reggie Watts, Maya Rudolph, Susan Sarandon, Thomas Jay Ryan, Alex Karpovsky, Louisa Krause, John Cameron Mitchell, Matthew Maher",2018-01-23,2016,PG-13,77,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
s7547,My Sister's Keeper,Nick Cassavetes,"Cameron Diaz, Abigail Breslin, Alec Baldwin, Jason Patric, Sofia Vassilieva, Joan Cusack, Heather Wahlquist, Thomas Dekker, Evan Ellingson, David Thornton",2019-09-01,2009,PG-13,109,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s7559,Namour,Heidi Saman,"Karim Saleh, Waleed Zuaiter, Nicole Haddad, Mona Hala, Wedad Abdel Aziz Abdou, Lavrenti Lopes, Jessica Lu, Amin El Gamal, Melina Lizette, Tom Lenk, Terry Walters",2017-03-15,2016,NR,80,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s7561,Natalia Valdebenito: Gritona,Natalia Valdebenito,Natalia Valdebenito,2017-11-10,2017,TV-MA,76,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7564,National Parks Adventure,Greg MacGillivray,Robert Redford,2018-02-01,2016,TV-G,42,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7565,National Treasure,Jon Turteltaub,"Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean, Jon Voight, Harvey Keitel, Christopher Plummer",2018-06-01,2004,PG,131,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
