show_id,title,director,cast,date_added,release_year,rating,duration,listed_in,complexity,Music & Musicals,Classic Movies,Documentaries,Sci-Fi & Fantasy,Faith & Spirituality,Thrillers,Dramas,Action & Adventure,Independent Movies,Cult Movies,LGBTQ Movies,Movies,Sports Movies,Children & Family Movies,Horror Movies,Comedies,Stand-Up Comedy,International Movies,Romantic Movies,avg_dur
s7568,Natural Selection,Chad L. Scheifele,"Mason Dye, Ryan Munzert, Anthony Michael Hall, Amy Carlson, Katherine McNamara, Tyler Elliot Burke, Esther Zynn, Ryan Boudreau",2016-12-01,2015,R,101,"Dramas, Independent Movies",5.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s7580,New York Minute,Dennie Gordon,"Mary-Kate Olsen, Ashley Olsen, Eugene Levy, Andy Richter, Riley Smith, Jared Padalecki, Drew Pinsky, Darrell Hammond, Andrea Martin, Alannah Ong, Mary Bond Davis, Bob Saget, Jack Osbourne",2020-01-01,2004,PG,91,"Children & Family Movies, Comedies",15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s7582,Next,Lee Tamahori,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, José Zúñiga, Jim Beaver, Jason Butler Harner, Michael Trucco, Enzo Cilenti",2019-07-01,2007,PG-13,96,"Action & Adventure, Sci-Fi & Fantasy",10.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98
s7585,Night Moves,Kelly Reichardt,"Jesse Eisenberg, Dakota Fanning, Peter Sarsgaard, Alia Shawkat, Logan Miller, Kai Lennox, Katherine Waterston, James Le Gros",2019-06-30,2013,R,113,"Dramas, Independent Movies, Thrillers",14.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s7586,Nightcrawler,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Riz Ahmed, Bill Paxton, Kevin Rahm, Michael Hyatt, Ann Cusack, Marco Rodriguez, Michael Papajohn, Kent Shocknek, James Huang",2020-08-10,2014,R,118,"Dramas, Independent Movies, Thrillers",7.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s7593,No Reservations,Scott Hicks,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe",2019-10-01,2007,PG,104,"Comedies, Romantic Movies",12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,84
s7620,November Criminals,Sacha Gervasi,"Ansel Elgort, Chloë Grace Moretz, David Strathairn, Catherine Keener, Terry Kinney, Cory Hardrict, Philip Ettinger, Danny Flaherty, Victor Williams, Tessa Albertson",2020-07-03,2017,PG-13,86,"Dramas, Thrillers",15.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,98
s7621,Now and Then,Lesli Linka Glatter,"Christina Ricci, Rosie O'Donnell, Thora Birch, Melanie Griffith, Gaby Hoffmann, Demi Moore, Ashleigh Aston Moore, Rita Wilson, Janeane Garofalo, Hank Azaria, Bonnie Hunt, Cloris Leachman",2019-08-02,1995,PG-13,102,Dramas,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98
s7635,Obvious Child,Gillian Robespierre,"Jenny Slate, Jake Lacy, Gaby Hoffmann, Gabe Liedman, Polly Draper, Richard Kind, David Cross, Paul Briganti, Stephen Singer, Cindy Cheung, Jennifer Kim, Cyrus McQueen, Emily Tremaine, Ernest Mingione",2018-07-19,2014,R,84,"Comedies, Dramas, Independent Movies",6.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,106
s7639,Ocean's Thirteen,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Andy Garcia, Don Cheadle, Bernie Mac, Ellen Barkin, Al Pacino, Casey Affleck, Scott Caan",2019-10-01,2007,PG-13,122,"Action & Adventure, Comedies",14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98
s7640,Ocean's Twelve,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy Garcia, Don Cheadle, Bernie Mac, Julia Roberts, Casey Affleck, Scott Caan",2019-10-01,2004,PG-13,125,"Action & Adventure, Comedies",13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98
s7643,Officer Downe,Shawn Crahan,"Kim Coates, Tyler Ross, Lauren Vélez, Reno Wilson, Bruno Gunn, Tracy Vilar, Sona Eyambe, Corey Taylor, Meadow Williams",2017-03-30,2016,R,91,Action & Adventure,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s7662,One Direction: This Is Us,Morgan Spurlock,"Harry Styles, Niall Horan, Zayn Malik, Louis Tomlinson, Liam Payne",2019-10-01,2013,PG,92,"Documentaries, Music & Musicals",18.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
s7670,Open Season,"Roger Allers, Jill Culton","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton",2019-09-01,2006,PG,86,"Children & Family Movies, Comedies",13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s7691,P.S. I Love You,Richard LaGravenese,"Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon, James Marsters, Kathy Bates, Harry Connick Jr., Nellie McKay, Jeffrey Dean Morgan, Dean Winters",2019-04-01,2007,PG-13,126,"Dramas, Romantic Movies",13.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,98
s7696,Paid in Full,Charles Stone III,"Wood Harris, Mekhi Phifer, Kevin Carroll, Esai Morales, Chi McBride, Cam'ron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall, Joyce Walker",2019-11-01,2002,R,98,"Action & Adventure, Dramas",15.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,106
s7697,Paint It Black,Amber Tamblyn,"Alia Shawkat, Janet McTeer, Rhys Wakefield, Alfred Molina, Emily Rios, Nancy Kwan, John Roberts, Annabelle Attanasio, Ken Davitian",2018-02-01,2016,R,96,Dramas,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s7702,Panic Room,David Fincher,"Jodie Foster, Forest Whitaker, Dwight Yoakam, Jared Leto, Kristen Stewart, Ann Magnuson, Ian Buchanan, Patrick Bauchau, Paul Schulze",2019-08-01,2002,R,112,Thrillers,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106
s7705,Paranormal Activity,Oren Peli,"Katie Featherston, Randy McDowell, Amber Armstrong, Mark Fredrichs, Micah Sloat, Ashley Palmer, James Piper",2020-01-01,2007,R,86,"Horror Movies, Thrillers",11.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,106
s7712,Passenger 57,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher, Bruce Greenwood, Elizabeth Hurley, Michael Horse, Marc Macaulay, Ernie Lively",2021-01-01,1992,R,84,Action & Adventure,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s7715,Patriot Games,Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris",2020-01-01,1992,R,117,Action & Adventure,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s7717,Paul Blart: Mall Cop,Steve Carr,"Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez, Shirley Knight, Stephen Rannazzisi, Peter Gerety, Bobby Cannavale, Adam Ferrara, Jamal Mixon, Adhir Kalyan, Gary Valentine",2020-11-01,2009,PG,91,"Action & Adventure, Comedies",13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,84
s7729,Perfect Stranger,James Foley,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas",2019-01-01,2007,R,109,Thrillers,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106
s7736,Philadelphia,Jonathan Demme,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé",2019-07-01,1993,PG-13,126,"Classic Movies, Dramas, LGBTQ Movies",16.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,98
s7756,Popeye,Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, Macintyre Dixon, Roberta Maxwell, Donovan Scott",2019-11-24,1980,PG,114,"Action & Adventure, Children & Family Movies, Comedies",13.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,84
s7793,Prescription Thugs,"Chris Bell, Josh Alexander, Greg Young",Chris Bell,2016-04-15,2015,NR,86,Documentaries,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
s7794,Primal Fear,Gregory Hoblit,"Richard Gere, Edward Norton, Laura Linney, John Mahoney, Alfre Woodard, Frances McDormand, Terry O'Quinn, Andre Braugher, Steven Bauer, Joe Spano, Kenneth Tigar, Tony Plana, Maura Tierney, Stanley Anderson",2019-12-01,1996,R,131,"Dramas, Thrillers",13.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s7803,Pulp Fiction,Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman, Harvey Keitel, Tim Roth, Amanda Plummer, Maria de Medeiros, Ving Rhames, Eric Stoltz, Rosanna Arquette, Christopher Walken, Bruce Willis",2019-01-01,1994,R,154,"Classic Movies, Cult Movies, Dramas",16.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,106
s7815,R.L. Stine's Mostly Ghostly,Richard Correll,"Madison Pettis, Sterling Beaumon, Luke Benward, Brian Stepanek, David DeLuise, Kim Rhodes, Adam Hicks, Ali Lohan, Sabrina Bryan, Rachel Winfree, Diego Acuña",2018-08-01,2008,PG,98,"Children & Family Movies, Comedies",15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s7817,Race to Witch Mountain,Andy Fickman,"Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino, Ciarán Hinds, Tom Everett Scott, Chris Marquette, Billy Brown, Christine Lakin, Tom Woodruff Jr., John Kassir, Garry Marshall, John Duff, Ted Hartley, Dave Engfer, Bob Clendenin, Shengyi Huang, Robert Torti, Kim Richards, Brandon Miller, Paul Darnell, Omar Dorsey, Dennis Hayden, Suzanne Krull, Steve Rosenbaum, Andrew Shaifer, Bryan Fogel, Bob Koherr, Sam Wolfson, Beth Kennedy, Corri English, Jonathan Slavin, Kevin Christy, Meredith Salenger",2019-07-01,2009,PG,99,Children & Family Movies,13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,84
s7818,Rachel Getting Married,Jonathan Demme,"Anne Hathaway, Rosemarie DeWitt, Debra Winger, Bill Irwin, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, Sister Carol East, Sebastian Stan",2019-09-01,2008,R,113,"Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s7821,Raging Bull,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono",2019-10-01,1980,R,129,"Classic Movies, Dramas, Sports Movies",12.0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,106
s7827,Ralph Breaks the Internet: Wreck-It Ralph 2,"Phil Johnston, Rich Moore","John C. Reilly, Sarah Silverman, Taraji P. Henson, Gal Gadot, Jack McBrayer, Jane Lynch, Alan Tudyk, Ed O'Neill, Susan Lucci, Jason Lee, Idina Menzel, Anika Noni Rose, Judy Reyes, Grant Show, Ana Ortiz, Ming-Na Wen, Rebecca Wisocky, Paige O'Hara, Linda Larkin, Mariana Klaveno, Daria Ramirez, Tom Irwin, Edy Ganem, Irene Bedard, Jodi Benson, Anthony Daniels",2019-06-11,2018,PG,113,"Children & Family Movies, Comedies",12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s7840,Rebel Without a Cause,Nicholas Ray,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt",2019-11-01,1955,PG-13,111,"Classic Movies, Dramas",13.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,98
s7845,Red Dawn,John Milius,"Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen, Darren Dalton, Jennifer Grey, Brad Savage, Doug Toby, Ben Johnson, Harry Dean Stanton",2019-12-31,1984,PG-13,114,"Action & Adventure, Cult Movies",16.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,98
s7852,Reincarnated,Andy Capper,"Snoop Dogg, Dr. Dre, Bunny Wailer",2016-06-13,2012,R,96,"Documentaries, Music & Musicals",14.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
s7855,Remember Me,Allen Coulter,"Robert Pattinson, Emilie de Ravin, Chris Cooper, Lena Olin, Pierce Brosnan, Tate Ellington, Ruby Jerins, Gregory Jbara, Meghan Markle",2020-08-01,2010,PG-13,112,"Dramas, Romantic Movies",15.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,98
s7869,Righteous Kill,Jon Avnet,"Robert De Niro, Al Pacino, 50 Cent, Carla Gugino, John Leguizamo, Donnie Wahlberg, Brian Dennehy, Trilby Glover",2019-06-01,2008,R,101,"Dramas, Thrillers",13.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s7880,Rocky,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",2019-08-01,1976,PG,120,"Action & Adventure, Classic Movies, Dramas",13.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,84
s7881,Rocky II,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Joe Spinell, Leonard Gaines, John Pleshette, Sylvia Meals",2019-08-01,1979,PG,119,"Dramas, Sports Movies",15.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,84
s7882,Rocky III,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Mr. T, Hulk Hogan, Ian Fried",2019-08-01,1982,PG,100,"Dramas, Sports Movies",14.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,84
s7883,Rocky IV,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Dolph Lundgren, Brigitte Nielsen, Tony Burton, Michael Pataki",2019-08-01,1985,PG,92,"Dramas, Sports Movies",14.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,84
s7884,Rocky V,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Richard Gant, Tommy Morrison, Sage Stallone, Burgess Meredith, Tony Burton",2019-08-01,1990,PG-13,104,"Dramas, Sports Movies",13.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,98
s7885,Roger Corman's Death Race 2050,G.J. Echternkamp,"Manu Bennett, Malcolm McDowell, Marci Miller, Burt Grinstead, Folake Olowofoyeku, Ramsey Moore, Yancy Butler, Charlie Farrell, Shanna Olson",2017-01-17,2017,R,93,"Action & Adventure, Sci-Fi & Fantasy",15.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s7895,Rosemary's Baby,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin",2019-11-01,1968,R,137,"Classic Movies, Horror Movies, Thrillers",5.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,106
s7896,Rounders,John Dahl,"Matt Damon, Edward Norton, John Turturro, Gretchen Mol, Famke Janssen, John Malkovich, Martin Landau, Michael Rispoli, Josh Mostel, Tom Aldredge",2019-11-01,1998,R,121,Dramas,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s7904,Runaway Bride,Garry Marshall,"Julia Roberts, Richard Gere, Joan Cusack, Hector Elizondo, Rita Wilson, Paul Dooley, Christopher Meloni, Donal Logue, Reg Rogers, Yul Vazquez, Jane Morris, Lisa Roberts, Kathleen Marshall, Jean Schertler, Tom Hines",2020-12-01,1999,PG,116,"Comedies, Romantic Movies",14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,84
s7908,Russell Madness,Robert Vince,"David Milchard, John Ratzenberger, Will Sasso, Mason Vale Cotton, John Hennigan, Sean Giambrone, Charles Robinson, Mckenna Grace, Kate Reinders, Fred Willard",2015-05-10,2015,PG,93,"Children & Family Movies, Comedies, Sports Movies",13.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,84
s7910,Russell Peters: Notorious,Dave Higby,Russell Peters,2013-10-14,2013,NR,72,Stand-Up Comedy,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106
s7913,S.W.A.T.,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont",2021-01-01,2003,PG-13,117,Action & Adventure,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98
s7921,Safety Not Guaranteed,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Mary Lynn Rajskub, Jeff Garlin, Kristen Bell, Jenica Bergere, Karan Soni",2020-08-13,2012,R,86,"Comedies, Independent Movies, Romantic Movies",12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,106
s7951,Saving Zoë,Jeffrey G. Hunt,"Laura Marano, Vanessa Marano, Christopher Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Annie Jacob, Evan Castelloe, Whitney Goin, Jason Davis",2020-01-15,2019,R,95,Dramas,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s7952,Say When,Lynn Shelton,"Keira Knightley, Chloë Grace Moretz, Sam Rockwell, Kaitlyn Dever, Jeff Garlin, Ellie Kemper, Mark Webber, Daniel Zovatto, Kevin Seal, Ernie Joseph, Louis Hobson, Dylan Arnold, Mari Nelson, Sean Nelson, Omar Silva, Aaron Washington, Sara Coates, Gretchen Mol, Basil Harris",2018-07-19,2014,R,99,"Comedies, Dramas, Independent Movies",15.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,106
s7953,Scales: Mermaids Are Real,Kevan Peterson,"Emmy Perry, Morgan Fairchild, Elisabeth Röhm, Nikki Hahn, Jack Dylan Grazer, Stephen Snedden, Noree Victoria, Sterling Sulieman",2020-01-23,2017,PG,93,Children & Family Movies,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,84
s7956,Scary Movie,Keenen Ivory Wayans,"Anna Faris, Jon Abrahams, Shannon Elizabeth, Shawn Wayans, Regina Hall, Marlon Wayans, Lochlyn Munro, Cheri Oteri, Carmen Electra, Dave Sheridan, Kurt Fuller, Rick Ducommun, James Van Der Beek, Keenen Ivory Wayans, Marissa Jaret Winokur, Dan Joffre",2020-01-01,2000,R,88,"Comedies, Horror Movies",15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,106
s7957,Scary Movie 5,Malcolm D. Lee,"Simon Rex, Ashley Tisdale, Charlie Sheen, Lindsay Lohan, Gracie Whitton, Ava Kolker, Erica Ash, Lidia Porto, Katrina Bowden, Terry Crews",2020-08-12,2013,PG-13,88,"Comedies, Horror Movies",12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,98
s7958,Schindler's List,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Małgorzata Gebel, Shmulik Levy, Mark Ivanir, Beatrice Macola, Friedrich von Thun, Andrzej Seweryn",2018-04-01,1993,R,195,"Classic Movies, Dramas",15.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,106
s7959,School Daze,Spike Lee,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme, Joe Seneca, Ellen Holly, Art Evans, Ossie Davis, Bill Nunn, James Bond III",2020-11-01,1988,R,120,"Comedies, Dramas",17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,106
s7962,Scream 2,Wes Craven,"Neve Campbell, David Arquette, Courteney Cox, Sarah Michelle Gellar, Jamie Kennedy, Laurie Metcalf, Elise Neal, Jerry O'Connell, Timothy Olyphant, Jada Pinkett Smith, Liev Schreiber, Lewis Arquette, Duane Martin, Rebecca Gayheart, Portia de Rossi, Omar Epps, Tori Spelling, Heather Graham, Joshua Jackson, Luke Wilson",2019-10-01,1997,R,121,Horror Movies,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,106
s7963,Scream 3,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley, Lance Henriksen, Matt Keeslar, Jenny McCarthy, Emily Mortimer, Parker Posey, Deon Richmond, Kelly Rutherford, Liev Schreiber, Patrick Warburton, Jamie Kennedy",2019-07-01,2000,R,117,Horror Movies,14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,106
s7965,Searching for Bobby Fischer,Steven Zaillian,"Max Pomeranc, Joe Mantegna, Joan Allen, Ben Kingsley, Laurence Fishburne, William H. Macy, Laura Linney, David Paymer, Michael Nirenberg, Robert Stephens",2020-12-07,1993,PG,110,"Children & Family Movies, Classic Movies, Dramas",12.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,84
s7967,Season of the Witch,Dominic Sena,"Nicolas Cage, Ron Perlman, Christopher Lee, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen, Claire Foy, Robert Sheehan, Kevin Rees, Andrew Hefler",2019-04-26,2011,PG-13,95,"Action & Adventure, Sci-Fi & Fantasy",14.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98
s7986,Set Up,Mike Gunther,"50 Cent, Ryan Phillippe, Bruce Willis, Rory Markham, Jenna Dewan, Brett Granstaff, Randy Couture, Susie Abromeit, Ron Turner, James Remar",2020-01-10,2011,R,85,Action & Adventure,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s7987,Sex and the City 2,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, John Corbett, David Eigenberg, Evan Handler, Jason Lewis, Willie Garson, Mario Cantone",2021-01-01,2010,R,146,"Comedies, Dramas, Romantic Movies",15.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,106
s7988,Sex and the City: The Movie,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth, Candice Bergen, Jennifer Hudson, David Eigenberg, Evan Handler, Jason Lewis, Mario Cantone, Lynn Cohen",2021-01-01,2008,R,145,"Comedies, Dramas, Romantic Movies",14.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,106
s7999,Shark Night,David R. Ellis,"Sara Paxton, Dustin Milligan, Chris Carmack, Katharine McPhee, Donal Logue, Joshua Leonard, Sinqua Walls, Chris Zylka, Alyssa Diaz, Joel David Moore",2019-11-02,2011,PG-13,91,Horror Movies,14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,98
s8002,Shelter,"Måns Mårlind, Björn Stein","Julianne Moore, Jonathan Rhys Meyers, Jeffrey DeMunn, Frances Conroy, Nate Corddry, Brooklynn Proulx, Brian Anthony Wilson, Joyce Feurring, Steven Rishard, Charles Techman",2017-12-29,2010,R,112,"Horror Movies, Thrillers",13.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,106
s8010,Short Term 12,Destin Daniel Cretton,"Brie Larson, John Gallagher Jr., Kaitlyn Dever, Rami Malek, Lakeith Stanfield, Kevin Hernandez, Melora Walters, Stephanie Beatriz, Lydia Du Veaux, Alex Calloway, Frantz Turner",2019-07-18,2013,R,97,"Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s8029,Sister Code,Corey Grant,"Drew Sidora, Eva Marcille, Amber Rose, Marcus T. Paulk, Erica Ash, Essence Atkins, Amin Joseph, Rolonda Watts, Brooklyn McLinn, Don Hale Jr., Duane Martin, Anne-Marie Johnson",2016-02-14,2015,R,95,"Comedies, Dramas, Romantic Movies",14.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,106
s8036,Skyline,"Colin Strause, Greg Strause","Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed, Neil Hopkins, David Zayas, Donald Faison, Robin Gammell, Tanya Newbould, J. Paul Boehmer",2019-01-16,2010,PG-13,94,"Action & Adventure, Sci-Fi & Fantasy",12.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98
s8037,Sleeping with Other People,Leslye Headland,"Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne, Adam Brody, Amanda Peet",2017-10-02,2015,R,101,"Comedies, Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,106
s8038,Sleepover,Joe Nussbaum,"Alexa PenaVega, Mika Boorem, Jane Lynch, Sam Huntington, Sara Paxton, Brie Larson, Scout Taylor-Compton, Douglas Smith, Katija Pevec, Steve Carell, Jeff Garlin",2020-03-01,2004,PG,89,"Comedies, Romantic Movies",15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,84
s8039,Sling Blade,Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, Robert Duvall, Rick Dial, Brent Briscoe",2019-11-01,1996,R,135,"Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s8040,Sliver,Phillip Noyce,"Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp, Amanda Foreman, Martin Landau, CCH Pounder, Nina Foch, Keene Curtis",2020-01-01,1993,R,107,Thrillers,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106
